equipo,Points_Essais accordés,Domination_Possession de la balle,Domination_Occupation,Domination_Possession dans son camp,Domination_Possession dans le camp adverse,Domination_Possession 22m adverses,Actions_Mêlées obtenues,Actions_Mêlées perdues,Actions_Mêlées gagnées,Actions_Mêlées refaites,Actions_Touches obtenues,Actions_Touches gagnées sur son propre lancer,Actions_Touches gagnées sur lancer adverse,Fautes_En-avant commis,Fautes_Pénalités réussies,Fautes_Pénalités concédées,Plaquages et ballons joués_Plaquages réussis,Plaquages et ballons joués_Plaquages offensifs réussis,Plaquages et ballons joués_Plaquages manqués,Plaquages et ballons joués_Ballons joués au pied,Plaquages et ballons joués_Ballons passés,Resultado,Oponente,fecha
Biarritz Olympique PB,0,50 %,57 %,46 %,43 %,57 %,2,0,2,0,21,16,0,5,4,11,89,3,11,13,145,12 ,Montpellier Hérault Rugby,2021-12-27 19:00:00
Montpellier Hérault Rugby,3,50 %,43 %,54 %,57 %,43 %,6,0,6,0,13,13,3,2,2,19,146,11,14,24,79, 27,Biarritz Olympique PB,2021-12-27 19:00:00
Stade Rochelais,3,50 %,67 %,73 %,32 %,64 %,9,0,9,0,12,7,1,5,2,6,78,1,13,26,59,25 ,LOU Rugby,2021-12-27 21:05:00
LOU Rugby,0,50 %,33 %,27 %,68 %,36 %,9,3,5,1,13,10,3,4,1,13,107,2,8,25,42, 3,Stade Rochelais,2021-12-27 21:05:00
Stade Toulousain,3,50 %,49 %,53 %,52 %,49 %,2,0,2,0,21,18,2,2,3,9,122,5,18,31,116,28 ,Stade Français Paris,2022-02-11 21:00:00
Stade Français Paris,2,50 %,51 %,47 %,48 %,51 %,6,2,3,1,10,7,2,2,5,10,112,4,13,32,115, 29,Stade Toulousain,2022-02-11 21:00:00
Racing 92,2,50 %,49 %,56 %,49 %,50 %,11,0,7,4,12,10,6,3,7,2,62,0,20,24,122,35 ,Section Paloise,2022-02-12 14:15:00
Section Paloise,5,50 %,51 %,44 %,51 %,50 %,3,0,3,0,15,9,0,5,0,15,107,4,11,23,97, 29,Racing 92,2022-02-12 14:15:00
CA Brive,3,50 %,40 %,47 %,60 %,42 %,4,1,3,0,12,10,3,4,2,11,148,8,39,25,105,27 ,ASM Clermont,2022-02-12 15:00:00
ASM Clermont,2,50 %,60 %,53 %,40 %,58 %,8,1,7,0,15,11,0,4,2,12,99,7,22,21,189, 20,CA Brive,2022-02-12 15:00:00
RC Toulon,2,50 %,49 %,53 %,50 %,48 %,7,2,4,1,20,8,2,2,3,10,141,4,27,25,90,21 ,Union Bordeaux-Bègles,2022-02-12 21:05:00
Union Bordeaux-Bègles,2,50 %,51 %,47 %,50 %,52 %,7,1,5,1,16,12,4,4,2,14,124,3,22,22,129, 18,RC Toulon,2022-02-12 21:05:00
Stade Français Paris,2,50 %,52 %,57 %,48 %,52 %,9,0,7,2,12,10,1,3,4,9,118,2,14,24,118,27 ,USA Perpignan,2022-01-01 19:00:00
USA Perpignan,2,50 %,48 %,43 %,52 %,48 %,4,0,4,0,13,11,2,4,1,11,108,2,21,26,106, 17,Stade Français Paris,2022-01-01 19:00:00
ASM Clermont,1,50 %,54 %,40 %,46 %,53 %,10,0,8,2,11,10,3,5,2,12,132,7,19,31,136,16 ,Stade Toulousain,2022-01-01 21:05:00
Stade Toulousain,1,50 %,46 %,60 %,54 %,47 %,10,0,7,3,14,11,1,5,2,9,123,8,28,25,154, 13,ASM Clermont,2022-01-01 21:05:00
Section Paloise,4,50 %,63 %,69 %,34 %,60 %,10,0,8,2,13,9,1,5,5,10,78,1,14,15,112,43 ,CA Brive,2022-01-02 14:00:00
CA Brive,2,50 %,37 %,31 %,66 %,40 %,9,2,7,0,11,8,2,5,2,17,122,5,13,14,118, 20,Section Paloise,2022-01-02 14:00:00
Union Bordeaux-Bègles,4,50 %,50 %,45 %,50 %,50 %,5,1,4,0,12,9,1,1,1,18,123,0,19,26,114,30 ,Biarritz Olympique PB,2022-01-02 16:00:00
Biarritz Olympique PB,3,50 %,50 %,55 %,50 %,50 %,3,1,2,0,18,15,1,1,2,8,103,6,21,24,144, 27,Union Bordeaux-Bègles,2022-01-02 16:00:00
Castres Olympique,4,50 %,48 %,28 %,52 %,47 %,5,2,2,1,9,8,3,3,1,15,114,3,23,25,71,31 ,Stade Rochelais,2022-01-02 18:00:00
Stade Rochelais,3,50 %,52 %,72 %,48 %,53 %,6,1,4,1,11,7,1,1,3,7,74,2,12,29,124, 30,Castres Olympique,2022-01-02 18:00:00
LOU Rugby,4,50 %,55 %,63 %,44 %,55 %,6,2,3,1,11,7,1,3,5,10,112,4,15,26,120,37 ,Racing 92,2022-01-02 21:05:00
Racing 92,2,50 %,45 %,37 %,56 %,45 %,4,0,4,0,9,7,2,4,7,9,117,8,30,26,122, 35,LOU Rugby,2022-01-02 21:05:00
Montpellier Hérault Rugby,0,50 %,45 %,51 %,56 %,46 %,11,4,5,2,7,6,2,3,6,16,110,7,9,38,46,18 ,RC Toulon,2022-03-12 21:05:00
RC Toulon,0,50 %,55 %,49 %,44 %,54 %,5,1,3,1,16,13,0,6,3,11,111,3,10,36,74, 16,Montpellier Hérault Rugby,2022-03-12 21:05:00
Castres Olympique,0,50 %,58 %,63 %,44 %,58 %,4,1,2,1,17,9,1,4,4,10,95,7,13,35,62,15 ,Stade Français Paris,2022-01-08 15:00:00
Stade Français Paris,0,50 %,42 %,37 %,56 %,42 %,13,3,6,4,10,7,4,1,3,11,83,4,17,38,98, 9,Castres Olympique,2022-01-08 15:00:00
Biarritz Olympique PB,2,50 %,58 %,51 %,42 %,55 %,4,1,3,0,19,15,0,2,3,11,81,2,10,11,137,23 ,USA Perpignan,2022-01-08 17:00:00
USA Perpignan,3,50 %,42 %,49 %,58 %,45 %,9,0,7,2,7,4,2,2,2,20,123,1,31,16,70, 25,Biarritz Olympique PB,2022-01-08 17:00:00
CA Brive,2,50 %,51 %,42 %,49 %,51 %,9,4,5,0,8,6,4,5,3,9,82,1,12,23,86,19 ,Union Bordeaux-Bègles,2022-01-08 17:00:00
Union Bordeaux-Bègles,1,50 %,49 %,58 %,51 %,49 %,13,0,10,3,12,6,1,4,5,8,70,5,8,28,60, 22,CA Brive,2022-01-08 17:00:00
LOU Rugby,5,50 %,57 %,65 %,43 %,55 %,8,2,4,2,20,17,2,7,0,14,77,4,16,21,134,35 ,Section Paloise,2022-01-08 17:00:00
Section Paloise,1,50 %,43 %,35 %,57 %,45 %,9,3,5,1,15,13,2,4,1,13,108,4,32,16,101, 10,LOU Rugby,2022-01-08 17:00:00
Racing 92,4,50 %,52 %,68 %,48 %,54 %,4,2,2,0,19,15,1,4,3,8,117,6,24,22,119,33 ,ASM Clermont,2022-01-08 21:05:00
ASM Clermont,3,50 %,48 %,32 %,52 %,46 %,9,2,7,0,8,7,2,4,3,14,97,6,17,23,138, 28,Racing 92,2022-01-08 21:05:00
RC Toulon,4,50 %,46 %,59 %,57 %,47 %,10,1,8,1,11,10,0,1,5,8,104,5,18,30,106,41 ,Stade Rochelais,2022-03-19 17:15:00
Stade Rochelais,1,50 %,54 %,41 %,43 %,53 %,2,0,2,0,18,17,1,4,2,14,82,2,36,20,125, 11,RC Toulon,2022-03-19 17:15:00
Stade Toulousain,5,50 %,34 %,34 %,66 %,34 %,4,0,4,0,15,14,1,7,2,7,106,1,14,20,213,35 ,Montpellier Hérault Rugby,2022-03-20 21:05:00
Montpellier Hérault Rugby,1,50 %,66 %,66 %,34 %,66 %,11,0,10,1,7,3,0,2,1,7,181,1,25,15,118, 10,Stade Toulousain,2022-03-20 21:05:00
Union Bordeaux-Bègles,2,50 %,45 %,64 %,53 %,47 %,11,0,11,0,12,11,4,4,3,8,102,7,19,34,119,23 ,Castres Olympique,2022-01-29 15:00:00
Castres Olympique,1,50 %,55 %,36 %,47 %,53 %,6,0,6,0,18,10,0,4,1,14,141,2,13,28,99, 10,Union Bordeaux-Bègles,2022-01-29 15:00:00
CA Brive,4,50 %,51 %,52 %,50 %,51 %,6,2,4,0,19,16,0,3,3,15,103,4,15,17,74,33 ,Biarritz Olympique PB,2022-01-29 17:00:00
Biarritz Olympique PB,1,50 %,49 %,48 %,50 %,49 %,7,2,4,1,14,10,0,3,1,19,75,3,17,11,120, 10,CA Brive,2022-01-29 17:00:00
Stade Rochelais,2,50 %,48 %,36 %,52 %,48 %,6,0,6,0,13,9,0,3,3,11,146,10,11,27,205,23 ,Montpellier Hérault Rugby,2022-01-29 17:00:00
Montpellier Hérault Rugby,4,50 %,52 %,64 %,48 %,52 %,5,1,4,0,11,11,1,2,0,10,180,3,17,31,79, 29,Stade Rochelais,2022-01-29 17:00:00
USA Perpignan,2,50 %,46 %,46 %,53 %,47 %,12,2,8,2,13,12,1,1,3,11,125,1,31,17,100,23 ,LOU Rugby,2022-01-29 17:00:00
LOU Rugby,3,50 %,54 %,54 %,47 %,53 %,5,1,4,0,16,13,0,7,2,13,88,2,18,16,98, 28,USA Perpignan,2022-01-29 17:00:00
Stade Toulousain,2,50 %,41 %,37 %,58 %,40 %,10,1,7,2,12,8,0,4,1,13,95,0,6,35,102,15 ,Racing 92,2022-01-29 21:05:00
Racing 92,1,50 %,59 %,63 %,42 %,60 %,5,0,5,0,13,13,3,7,5,8,78,3,21,40,133, 20,Stade Toulousain,2022-01-29 21:05:00
Section Paloise,3,50 %,48 %,53 %,53 %,49 %,7,1,5,1,10,7,1,3,3,13,103,1,20,26,155,28 ,ASM Clermont,2022-01-30 18:00:00
ASM Clermont,2,50 %,52 %,47 %,47 %,51 %,5,0,3,2,19,16,2,3,2,12,140,6,20,17,135, 20,Section Paloise,2022-01-30 18:00:00
Stade Français Paris,2,50 %,48 %,46 %,53 %,47 %,4,1,2,1,13,12,2,6,4,12,95,0,14,25,158,26 ,RC Toulon,2022-01-30 21:05:00
RC Toulon,3,50 %,52 %,54 %,47 %,53 %,13,2,8,3,16,12,0,1,1,11,156,6,21,23,75, 24,Stade Français Paris,2022-01-30 21:05:00
USA Perpignan,5,50 %,45 %,61 %,57 %,47 %,5,1,4,0,14,13,2,4,1,7,115,0,19,16,131,36 ,Stade Toulousain,2022-02-05 15:00:00
Stade Toulousain,2,50 %,55 %,39 %,43 %,53 %,7,3,3,1,8,6,1,3,1,13,106,1,23,15,158, 13,USA Perpignan,2022-02-05 15:00:00
LOU Rugby,1,50 %,49 %,82 %,51 %,48 %,7,2,4,1,16,14,1,3,7,11,134,6,23,32,107,26 ,Stade Français Paris,2022-02-05 17:00:00
Stade Français Paris,1,50 %,51 %,18 %,49 %,52 %,4,0,4,0,8,7,2,5,5,16,103,5,17,33,120, 22,LOU Rugby,2022-02-05 17:00:00
Montpellier Hérault Rugby,4,50 %,46 %,49 %,54 %,46 %,10,1,7,2,14,12,1,1,1,10,153,3,24,24,79,29 ,Section Paloise,2022-02-05 17:00:00
Section Paloise,0,50 %,54 %,51 %,46 %,54 %,8,1,4,3,9,8,1,5,4,13,102,6,12,18,146, 12,Montpellier Hérault Rugby,2022-02-05 17:00:00
Racing 92,8,50 %,54 %,66 %,45 %,56 %,2,0,2,0,9,9,2,5,1,6,85,1,11,32,198,57 ,CA Brive,2022-02-05 17:00:00
CA Brive,3,50 %,46 %,34 %,55 %,44 %,12,0,8,4,17,12,0,0,0,8,166,0,36,21,101, 19,Racing 92,2022-02-05 17:00:00
RC Toulon,0,50 %,53 %,57 %,47 %,54 %,7,0,6,1,16,14,0,2,1,9,64,7,13,23,119,10 ,Castres Olympique,2022-02-05 21:05:00
Castres Olympique,1,50 %,47 %,43 %,53 %,46 %,6,2,4,0,16,14,0,2,4,16,128,0,29,35,87, 22,RC Toulon,2022-02-05 21:05:00
Biarritz Olympique PB,3,50 %,54 %,51 %,46 %,53 %,6,0,6,0,19,19,0,0,2,12,82,0,15,24,144,27 ,Stade Rochelais,2022-02-06 21:05:00
Stade Rochelais,2,50 %,46 %,49 %,54 %,47 %,7,1,4,2,13,11,0,2,4,17,127,0,15,22,70, 24,Biarritz Olympique PB,2022-02-06 21:05:00
ASM Clermont,1,50 %,36 %,21 %,64 %,36 %,14,2,9,3,7,6,0,0,5,11,146,8,22,19,88,29 ,Union Bordeaux-Bègles,2022-03-13 21:05:00
Union Bordeaux-Bègles,3,50 %,64 %,79 %,36 %,64 %,2,0,2,0,15,12,1,3,3,13,78,1,21,9,171, 26,ASM Clermont,2022-03-13 21:05:00
Section Paloise,3,50 %,52 %,36 %,47 %,52 %,18,0,13,5,8,8,0,1,2,10,133,14,27,21,100,27 ,Stade Toulousain,2022-02-19 15:00:00
Stade Toulousain,3,50 %,48 %,64 %,53 %,48 %,2,0,2,0,14,13,0,4,1,8,151,8,12,14,157, 22,Section Paloise,2022-02-19 15:00:00
CA Brive,1,50 %,52 %,36 %,48 %,51 %,11,1,9,1,10,7,1,5,3,12,110,2,12,26,129,16 ,Montpellier Hérault Rugby,2022-02-19 17:00:00
Montpellier Hérault Rugby,2,50 %,48 %,64 %,52 %,49 %,9,0,7,2,15,11,0,6,2,8,115,1,15,22,92, 16,CA Brive,2022-02-19 17:00:00
Castres Olympique,1,50 %,63 %,80 %,37 %,61 %,9,0,8,1,13,12,0,5,4,6,104,6,31,19,100,19 ,LOU Rugby,2022-02-19 17:00:00
LOU Rugby,2,50 %,37 %,20 %,63 %,39 %,7,2,4,1,7,7,1,6,1,17,138,1,18,20,115, 17,Castres Olympique,2022-02-19 17:00:00
RC Toulon,4,50 %,51 %,52 %,46 %,50 %,10,0,7,3,13,10,0,2,1,9,157,7,26,17,99,29 ,USA Perpignan,2022-02-19 17:00:00
USA Perpignan,2,50 %,49 %,48 %,54 %,50 %,6,0,6,0,10,10,0,5,2,10,100,2,15,10,204, 18,RC Toulon,2022-02-19 17:00:00
Stade Français Paris,8,50 %,55 %,64 %,46 %,53 %,4,0,4,0,19,18,0,3,1,9,80,6,14,17,140,65 ,Biarritz Olympique PB,2022-02-19 17:00:00
Biarritz Olympique PB,3,50 %,45 %,36 %,54 %,47 %,8,4,2,2,10,9,0,1,0,20,105,7,26,9,87, 19,Stade Français Paris,2022-02-19 17:00:00
Stade Rochelais,4,50 %,64 %,73 %,34 %,62 %,2,1,1,0,19,18,0,2,1,10,120,3,22,19,147,31 ,ASM Clermont,2022-02-19 21:05:00
ASM Clermont,3,50 %,36 %,27 %,66 %,38 %,5,0,4,1,12,11,1,1,2,14,153,2,13,27,135, 27,Stade Rochelais,2022-02-19 21:05:00
Union Bordeaux-Bègles,1,50 %,56 %,69 %,44 %,55 %,6,0,6,0,10,7,3,4,2,9,84,2,26,29,130,13 ,Racing 92,2022-02-20 21:05:00
Racing 92,1,50 %,44 %,31 %,56 %,45 %,7,0,6,1,18,13,1,3,3,8,162,3,23,30,120, 16,Union Bordeaux-Bègles,2022-02-20 21:05:00
ASM Clermont,7,50 %,61 %,63 %,40 %,61 %,11,0,7,4,20,15,1,5,1,8,62,3,11,22,146,52 ,USA Perpignan,2022-02-26 17:15:00
USA Perpignan,2,50 %,39 %,37 %,60 %,39 %,7,4,3,0,12,8,3,1,0,14,128,1,19,18,78, 12,ASM Clermont,2022-02-26 17:15:00
LOU Rugby,5,50 %,58 %,53 %,41 %,58 %,8,2,6,0,16,15,0,8,1,8,118,8,25,27,154,34 ,Biarritz Olympique PB,2022-02-26 17:15:00
Biarritz Olympique PB,2,50 %,42 %,47 %,59 %,42 %,9,1,7,1,12,11,0,3,1,9,118,4,26,25,153, 15,LOU Rugby,2022-02-26 17:15:00
Racing 92,5,50 %,49 %,56 %,51 %,49 %,3,2,1,0,14,13,3,3,4,8,81,5,14,24,116,45 ,Castres Olympique,2022-02-26 17:15:00
Castres Olympique,4,50 %,51 %,44 %,49 %,51 %,6,2,4,0,11,7,1,1,1,14,88,0,24,26,100, 25,Racing 92,2022-02-26 17:15:00
Section Paloise,1,50 %,43 %,46 %,56 %,46 %,5,1,4,0,13,11,0,4,3,11,170,9,21,23,106,16 ,Stade Rochelais,2022-02-26 17:15:00
Stade Rochelais,2,50 %,57 %,54 %,44 %,54 %,9,0,6,3,13,12,0,4,4,10,95,2,21,26,181, 22,Section Paloise,2022-02-26 17:15:00
CA Brive,1,50 %,51 %,33 %,48 %,52 %,8,2,4,2,13,11,4,1,3,9,62,1,18,34,123,17 ,RC Toulon,2022-02-26 21:05:00
RC Toulon,1,50 %,49 %,67 %,52 %,48 %,6,2,3,1,16,10,0,4,1,11,116,1,30,27,84, 10,CA Brive,2022-02-26 21:05:00
Montpellier Hérault Rugby,3,50 %,47 %,71 %,52 %,48 %,8,2,4,2,15,11,1,4,3,11,107,2,10,26,74,30 ,Stade Français Paris,2022-02-27 17:30:00
Stade Français Paris,0,50 %,53 %,29 %,48 %,52 %,8,1,7,0,12,9,2,2,1,12,95,3,21,28,144, 3,Montpellier Hérault Rugby,2022-02-27 17:30:00
Stade Toulousain,0,50 %,56 %,75 %,44 %,55 %,8,2,4,2,16,11,0,5,4,7,102,0,15,18,120,12 ,Union Bordeaux-Bègles,2022-02-27 21:05:00
Union Bordeaux-Bègles,1,50 %,44 %,25 %,56 %,45 %,10,2,6,2,13,12,1,2,2,15,120,1,12,28,137, 11,Stade Toulousain,2022-02-27 21:05:00
Castres Olympique,3,50 %,42 %,42 %,57 %,40 %,9,3,4,2,10,7,0,4,2,17,156,8,20,30,61,25 ,Montpellier Hérault Rugby,2022-03-05 15:00:00
Montpellier Hérault Rugby,0,50 %,58 %,58 %,43 %,60 %,7,0,7,0,11,10,2,5,3,8,112,3,16,26,133, 9,Castres Olympique,2022-03-05 15:00:00
Biarritz Olympique PB,2,50 %,49 %,43 %,52 %,49 %,4,1,2,1,19,13,0,2,1,16,94,0,17,18,109,17 ,RC Toulon,2022-03-05 17:00:00
RC Toulon,4,50 %,51 %,57 %,48 %,51 %,8,1,5,2,13,11,3,1,4,13,81,1,24,32,87, 45,Biarritz Olympique PB,2022-03-05 17:00:00
Union Bordeaux-Bègles,1,50 %,50 %,64 %,49 %,51 %,4,1,3,0,13,11,2,4,2,11,133,7,30,19,124,16 ,Section Paloise,2022-03-05 17:00:00
Section Paloise,3,50 %,50 %,36 %,51 %,49 %,7,2,4,1,16,11,1,2,2,10,129,3,28,22,166, 23,Union Bordeaux-Bègles,2022-03-05 17:00:00
Stade Rochelais,6,50 %,50 %,59 %,51 %,50 %,11,2,6,3,16,12,2,2,1,10,97,4,11,20,137,41 ,CA Brive,2022-03-05 17:00:00
CA Brive,2,50 %,50 %,41 %,49 %,50 %,6,2,4,0,14,10,3,3,1,11,106,1,23,17,121, 15,Stade Rochelais,2022-03-05 17:00:00
USA Perpignan,4,50 %,48 %,42 %,52 %,48 %,10,1,8,1,11,8,0,0,2,9,153,6,14,18,118,34 ,Racing 92,2022-03-05 17:00:00
Racing 92,1,50 %,52 %,58 %,48 %,52 %,3,0,2,1,11,9,2,3,2,14,97,7,17,15,158, 13,USA Perpignan,2022-03-05 17:00:00
ASM Clermont,3,50 %,51 %,73 %,48 %,51 %,3,0,2,1,23,22,0,3,2,9,90,3,34,28,107,25 ,LOU Rugby,2022-03-05 21:05:00
LOU Rugby,1,50 %,49 %,27 %,52 %,49 %,9,2,6,1,10,7,0,0,3,12,97,4,10,30,107, 16,ASM Clermont,2022-03-05 21:05:00
Stade Français Paris,2,50 %,45 %,59 %,54 %,44 %,9,1,8,0,12,11,2,3,3,13,133,5,13,28,120,23 ,Stade Toulousain,2022-03-06 21:05:00
Stade Toulousain,1,50 %,55 %,41 %,46 %,56 %,5,0,5,0,14,8,0,4,3,7,90,4,15,24,148, 16,Stade Français Paris,2022-03-06 21:05:00
RC Toulon,4,50 %,38 %,27 %,62 %,40 %,8,4,3,1,12,11,2,6,2,16,115,2,24,16,88,32 ,ASM Clermont,2022-03-26 15:00:00
ASM Clermont,3,50 %,62 %,73 %,38 %,60 %,12,2,9,1,12,9,0,3,1,12,98,3,17,10,141, 22,RC Toulon,2022-03-26 15:00:00
CA Brive,3,50 %,50 %,81 %,53 %,49 %,12,1,8,3,14,11,2,5,3,12,107,6,12,15,78,28 ,Castres Olympique,2022-03-26 17:00:00
Castres Olympique,0,50 %,50 %,19 %,47 %,51 %,8,1,6,1,13,8,1,5,4,13,65,3,15,20,101, 12,CA Brive,2022-03-26 17:00:00
Montpellier Hérault Rugby,4,50 %,61 %,56 %,37 %,59 %,12,0,8,4,8,7,0,4,3,6,93,7,13,26,119,37 ,Biarritz Olympique PB,2022-03-26 17:00:00
Biarritz Olympique PB,3,50 %,39 %,44 %,63 %,41 %,8,0,8,0,9,8,0,4,1,11,136,2,21,27,140, 22,Montpellier Hérault Rugby,2022-03-26 17:00:00
Section Paloise,3,50 %,70 %,25 %,29 %,68 %,11,3,6,2,15,13,0,5,2,9,105,1,19,16,118,27 ,USA Perpignan,2022-03-26 17:00:00
USA Perpignan,3,50 %,30 %,75 %,71 %,32 %,6,1,5,0,12,11,0,4,1,10,118,4,23,15,148, 22,Section Paloise,2022-03-26 17:00:00
Stade Rochelais,1,50 %,53 %,33 %,47 %,54 %,9,0,8,1,14,13,1,5,4,9,62,6,9,28,143,19 ,Racing 92,2022-03-26 17:00:00
Racing 92,0,50 %,47 %,67 %,53 %,46 %,14,2,9,3,12,8,0,2,0,11,98,4,19,26,79, 0,Stade Rochelais,2022-03-26 17:00:00
Stade Français Paris,2,50 %,56 %,48 %,42 %,56 %,5,0,5,0,17,12,0,2,2,12,89,7,11,26,120,18 ,Union Bordeaux-Bègles,2022-03-26 21:05:00
Union Bordeaux-Bègles,3,50 %,44 %,52 %,58 %,44 %,4,0,3,1,15,10,1,3,4,11,99,10,20,23,90, 31,Stade Français Paris,2022-03-26 21:05:00
Stade Toulousain,3,50 %,39 %,71 %,55 %,42 %,5,0,4,1,16,13,2,4,4,15,97,4,13,19,114,27 ,LOU Rugby,2022-03-27 21:05:00
LOU Rugby,1,50 %,61 %,29 %,45 %,58 %,4,0,4,0,17,15,1,4,4,12,105,5,20,25,116, 19,Stade Toulousain,2022-03-27 21:05:00
Castres Olympique,1,50 %,34 %,26 %,73 %,37 %,12,3,7,2,12,9,1,3,3,12,110,5,22,29,87,19 ,Stade Toulousain,2022-04-02 15:00:00
Stade Toulousain,2,50 %,66 %,74 %,27 %,63 %,6,1,3,2,16,13,1,3,1,10,102,2,14,22,94, 13,Castres Olympique,2022-04-02 15:00:00
ASM Clermont,5,50 %,41 %,75 %,64 %,41 %,8,1,7,0,13,10,0,5,2,10,72,2,9,15,206,41 ,CA Brive,2022-04-02 17:00:00
CA Brive,2,50 %,59 %,25 %,36 %,59 %,7,2,4,1,17,17,1,3,0,13,158,4,42,18,71, 10,ASM Clermont,2022-04-02 17:00:00
Biarritz Olympique PB,2,50 %,57 %,21 %,45 %,53 %,11,1,8,2,18,16,2,1,0,11,73,0,13,18,148,19 ,Section Paloise,2022-04-02 17:00:00
Section Paloise,5,50 %,43 %,79 %,55 %,47 %,3,0,3,0,13,8,0,4,3,18,145,5,19,22,49, 42,Biarritz Olympique PB,2022-04-02 17:00:00
LOU Rugby,1,50 %,57 %,45 %,41 %,57 %,4,1,3,0,12,8,0,4,1,14,109,2,27,19,115,10 ,RC Toulon,2022-04-02 17:00:00
RC Toulon,5,50 %,43 %,55 %,59 %,43 %,8,1,6,1,13,13,3,2,4,10,93,0,14,28,136, 43,LOU Rugby,2022-04-02 17:00:00
USA Perpignan,1,50 %,41 %,12 %,56 %,39 %,6,1,5,0,16,7,1,1,2,11,163,3,21,10,153,13 ,Montpellier Hérault Rugby,2022-04-02 17:00:00
Montpellier Hérault Rugby,2,50 %,59 %,88 %,44 %,61 %,6,2,4,0,13,11,6,0,3,15,159,5,28,15,122, 23,USA Perpignan,2022-04-02 17:00:00
Union Bordeaux-Bègles,0,50 %,52 %,75 %,49 %,51 %,2,0,2,0,9,8,3,2,5,9,121,6,15,37,151,15 ,Stade Rochelais,2022-04-02 21:05:00
Stade Rochelais,2,50 %,48 %,25 %,51 %,49 %,5,0,5,0,18,12,0,1,2,10,191,6,14,37,113, 16,Union Bordeaux-Bègles,2022-04-02 21:05:00
Racing 92,7,50 %,61 %,39 %,36 %,59 %,4,0,3,1,12,10,1,1,2,10,108,1,22,29,132,53 ,Stade Français Paris,2022-04-03 21:05:00
Stade Français Paris,2,50 %,39 %,61 %,64 %,41 %,3,0,3,0,19,14,0,2,2,7,110,1,20,26,122, 20,Racing 92,2022-04-03 21:05:00
Castres Olympique,0,50 %,44 %,37 %,59 %,44 %,9,4,4,1,16,14,1,7,4,11,80,2,8,46,36,12 ,ASM Clermont,2022-04-23 14:15:00
ASM Clermont,0,50 %,56 %,63 %,41 %,56 %,10,1,6,3,17,15,1,8,0,12,84,5,10,50,57, 0,Castres Olympique,2022-04-23 14:15:00
Stade Français Paris,3,50 %,39 %,26 %,61 %,40 %,14,1,10,3,9,9,4,4,2,12,99,4,12,15,109,21 ,Section Paloise,2022-04-23 14:15:00
Section Paloise,2,50 %,61 %,74 %,39 %,60 %,7,0,6,1,17,11,0,8,2,11,102,2,20,10,130, 18,Stade Français Paris,2022-04-23 14:15:00
CA Brive,2,50 %,57 %,61 %,37 %,53 %,4,0,4,0,14,6,0,2,1,16,90,5,11,17,76,17 ,LOU Rugby,2022-04-23 17:15:00
LOU Rugby,1,50 %,43 %,39 %,63 %,47 %,8,1,4,3,11,10,5,1,7,14,93,0,8,28,71, 31,CA Brive,2022-04-23 17:15:00
Racing 92,5,50 %,62 %,50 %,38 %,60 %,6,0,5,1,17,15,3,2,3,8,59,0,13,31,184,40 ,Biarritz Olympique PB,2022-04-23 17:15:00
Biarritz Olympique PB,1,50 %,38 %,50 %,62 %,40 %,8,1,6,1,17,11,2,3,0,15,155,2,23,23,118, 7,Racing 92,2022-04-23 17:15:00
Stade Rochelais,4,50 %,54 %,46 %,47 %,51 %,10,1,7,2,15,8,2,2,2,4,85,3,19,19,183,32 ,USA Perpignan,2022-04-23 17:15:00
USA Perpignan,2,50 %,46 %,54 %,53 %,49 %,7,2,4,1,14,11,3,4,2,12,229,4,25,25,116, 16,Stade Rochelais,2022-04-23 17:15:00
RC Toulon,1,50 %,54 %,54 %,44 %,52 %,8,0,6,2,8,8,1,4,4,13,117,8,12,27,122,19 ,Stade Toulousain,2022-04-23 21:05:00
Stade Toulousain,0,50 %,46 %,46 %,56 %,48 %,6,1,3,2,17,13,0,4,4,7,115,4,16,18,105, 15,RC Toulon,2022-04-23 21:05:00
Montpellier Hérault Rugby,1,50 %,52 %,36 %,50 %,51 %,8,1,5,2,12,9,1,1,5,11,93,2,16,34,147,22 ,Union Bordeaux-Bègles,2022-04-24 21:05:00
Union Bordeaux-Bègles,1,50 %,48 %,64 %,50 %,49 %,5,0,4,1,9,8,0,6,6,14,147,3,22,28,125, 23,Montpellier Hérault Rugby,2022-04-24 21:05:00
LOU Rugby,5,50 %,39 %,7 %,63 %,45 %,8,2,5,1,11,10,0,3,4,10,151,8,17,23,98,43 ,Montpellier Hérault Rugby,2022-04-30 15:00:00
Montpellier Hérault Rugby,2,50 %,61 %,93 %,37 %,55 %,4,2,2,0,12,11,0,3,2,10,74,0,23,21,164, 20,LOU Rugby,2022-04-30 15:00:00
ASM Clermont,4,50 %,64 %,97 %,35 %,61 %,11,1,9,1,13,8,0,1,1,6,72,1,15,22,178,29 ,Stade Français Paris,2022-04-30 17:00:00
Stade Français Paris,4,50 %,36 %,3 %,65 %,39 %,6,1,3,2,12,10,3,3,0,11,125,1,23,19,103, 26,ASM Clermont,2022-04-30 17:00:00
Biarritz Olympique PB,1,50 %,49 %,43 %,48 %,49 %,6,2,4,0,16,13,0,2,2,5,75,3,27,22,170,13 ,Castres Olympique,2022-04-30 17:00:00
